,year,mean-temp(celsius),stnid,Station name,Prov,%Miss,Lat(deg),Long(deg),Elev(m),Joined,RCS
55642,1962,-6.1,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55643,1963,-5.4,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55644,1964,-6.4,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55645,1965,-5.8,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55646,1966,-4.3,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55647,1967,-5.0,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55648,1968,-9999.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55649,1969,-3.1,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55650,1970,-5.3,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55651,1971,-7.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55652,1972,-6.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55653,1973,-9999.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55654,1974,-4.7,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55655,1975,-5.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55656,1976,-6.0,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55657,1977,-6.3,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55658,1978,-5.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55659,1979,-5.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55660,1980,-4.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55661,1981,-5.7,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55662,1982,-4.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55663,1983,-3.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55664,1984,-3.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55665,1985,-5.0,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55666,1986,-5.8,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55667,1987,-5.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55668,1988,-4.8,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55669,1989,-5.5,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55670,1990,-7.3,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55671,1991,-5.0,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55672,1992,-5.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55673,1993,-6.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55674,1994,-7.5,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55675,1995,-4.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55676,1996,-5.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55677,1997,-4.1,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55678,1998,-3.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55679,1999,-3.3,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55680,2000,-3.8,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55681,2001,-5.8,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55682,2002,-2.7,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55683,2003,-6.4,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55684,2004,-6.1,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55685,2005,-5.1,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55686,2006,-2.8,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55687,2007,-4.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55688,2008,-5.7,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55689,2009,-5.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55690,2010,-3.1,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55691,2011,-3.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55692,2012,-3.4,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55693,2013,-4.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55694,2014,-9999.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55695,2015,-6.9,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55696,2016,-2.4,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55697,2017,-4.3,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55698,2018,-4.6,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55699,2019,-6.2,8101746,ALMA_(Fundy_Park),NB,3.0,45.6,-64.9,4,y,n
55700,1957,-9999.9,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55701,1958,-5.0,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55702,1959,-10.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55703,1960,-5.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55704,1961,-9.8,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55705,1962,-8.7,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55706,1963,-8.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55707,1964,-8.7,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55708,1965,-8.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55709,1966,-6.5,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55710,1967,-7.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55711,1968,-9.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55712,1969,-6.0,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55713,1970,-7.8,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55714,1971,-9.8,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55715,1972,-8.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55716,1973,-8.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55717,1974,-6.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55718,1975,-7.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55719,1976,-8.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55720,1977,-9.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55721,1978,-8.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55722,1979,-8.0,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55723,1980,-6.8,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55724,1981,-8.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55725,1982,-8.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55726,1983,-5.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55727,1984,-6.5,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55728,1985,-7.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55729,1986,-8.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55730,1987,-8.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55731,1988,-7.5,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55732,1989,-7.8,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55733,1990,-9.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55734,1991,-7.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55735,1992,-8.9,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55736,1993,-9.0,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55737,1994,-9.5,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55738,1995,-7.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55739,1996,-7.7,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55740,1997,-6.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55741,1998,-6.2,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55742,1999,-9999.9,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55743,2000,-5.7,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55744,2001,-8.2,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55745,2002,-4.8,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55746,2003,-9.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55747,2004,-8.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55748,2005,-7.6,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55749,2006,-5.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55750,2007,-7.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55751,2008,-7.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55752,2009,-8.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55753,2010,-4.7,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55754,2011,-6.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55755,2012,-5.5,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55756,2013,-6.4,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55757,2014,-8.0,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55758,2015,-9.3,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55759,2016,-4.0,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55760,2017,-6.1,8101792,GAGETOWN,NB,1.1,45.8,-66.4,5,y,n
55761,1920,-9999.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55762,1921,-8.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55763,1922,-10.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55764,1923,-13.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55765,1924,-9.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55766,1925,-10.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55767,1926,-9.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55768,1927,-9.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55769,1928,-8.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55770,1929,-8.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55771,1930,-9.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55772,1931,-9.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55773,1932,-8.3,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55774,1933,-5.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55775,1934,-13.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55776,1935,-11.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55777,1936,-9.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55778,1937,-6.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55779,1938,-9.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55780,1939,-8.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55781,1940,-8.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55782,1941,-8.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55783,1942,-8.7,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55784,1943,-10.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55785,1944,-9.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55786,1945,-9.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55787,1946,-9.7,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55788,1947,-7.5,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55789,1948,-11.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55790,1949,-7.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55791,1950,-8.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55792,1951,-6.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55793,1952,-8.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55794,1953,-5.3,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55795,1954,-6.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55796,1955,-8.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55797,1956,-8.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55798,1957,-9.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55799,1958,-6.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55800,1959,-11.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55801,1960,-7.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55802,1961,-10.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55803,1962,-9999.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55804,1963,-9.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55805,1964,-10.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55806,1965,-10.3,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55807,1966,-8.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55808,1967,-8.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55809,1968,-10.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55810,1969,-7.1,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55811,1970,-8.7,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55812,1971,-11.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55813,1972,-9.7,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55814,1973,-9.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55815,1974,-6.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55816,1975,-6.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55817,1976,-7.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55818,1977,-9.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55819,1978,-9999.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55820,1979,-8.3,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55821,1980,-6.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55822,1981,-8.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55823,1982,-8.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55824,1983,-5.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55825,1984,-7.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55826,1985,-7.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55827,1986,-8.0,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55828,1987,-8.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55829,1988,-9999.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55830,1989,-8.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55831,1990,-9.2,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55832,1991,-6.5,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55833,1992,-8.8,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55834,1993,-8.6,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55835,1994,-9.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55836,1995,-7.4,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55837,1996,-9999.9,8102201,HARVEY_STATION,NB,2.5,45.6,-67.0,18,y,n
55838,1931,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55839,1932,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55840,1933,-10.1,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55841,1934,-18.8,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55842,1935,-15.8,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55843,1936,-12.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55844,1937,-11.2,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55845,1938,-13.6,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55846,1939,-13.2,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55847,1940,-11.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55848,1941,-13.3,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55849,1942,-12.3,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55850,1943,-14.4,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55851,1944,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55852,1945,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55853,1946,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55854,1947,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55855,1948,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55856,1949,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55857,1950,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55858,1951,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55859,1952,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55860,1953,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55861,1954,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55862,1955,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55863,1956,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55864,1957,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55865,1958,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55866,1959,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55867,1960,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55868,1961,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55869,1962,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55870,1963,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55871,1964,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55872,1965,-12.8,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55873,1966,-11.1,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55874,1967,-11.8,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55875,1968,-13.5,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55876,1969,-9.1,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55877,1970,-12.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55878,1971,-14.7,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55879,1972,-15.2,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55880,1973,-13.7,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55881,1974,-12.1,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55882,1975,-12.4,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55883,1976,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55884,1977,-12.5,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55885,1978,-14.2,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55886,1979,-13.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55887,1980,-12.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55888,1981,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55889,1982,-13.5,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55890,1983,-9.6,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55891,1984,-10.3,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55892,1985,-9999.9,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55893,1986,-13.3,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55894,1987,-12.8,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55895,1988,-13.0,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55896,1989,-13.4,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55897,1990,-13.6,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55898,1991,-11.2,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55899,1992,-14.3,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55900,1993,-14.8,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55901,1994,-14.3,8102300,KEDGWICK,NB,33.3,47.6,-67.3,27,n,n
55902,1917,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55903,1918,-14.1,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55904,1919,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55905,1920,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55906,1921,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55907,1922,-10.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55908,1923,-13.7,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55909,1924,-9.1,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55910,1925,-11.4,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55911,1926,-11.1,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55912,1927,-11.0,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55913,1928,-9.6,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55914,1929,-9.8,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55915,1930,-11.2,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55916,1931,-10.3,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55917,1932,-8.7,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55918,1933,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55919,1934,-15.0,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55920,1935,-12.3,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55921,1936,-11.4,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55922,1937,-7.2,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55923,1938,-10.0,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55924,1939,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55925,1940,-9.5,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55926,1941,-9.5,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55927,1942,-9.3,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55928,1943,-9.8,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55929,1944,-10.4,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55930,1945,-9.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55931,1946,-11.0,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55932,1947,-8.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55933,1948,-11.1,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55934,1949,-6.8,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55935,1950,-8.1,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55936,1951,-6.2,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55937,1952,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55938,1953,-6.5,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55939,1954,-9999.9,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
55940,1955,-7.6,8102600,MCADAM,NB,3.6,45.5,-67.3,14,n,n
